Mortgage Lender Name,Links-href,Lender Name,Physical address,Reviewer Name,Location,Review Date,Lender Overall Rating,Review Text
Guaranteed Rate,https://www.yelp.com/biz/guaranteed-rate-clearwater?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,Guaranteed Rate,"2451 McMullen Booth Rd Ste 245 Clearwater, FL 33759",John W.,"Muirfield Village, Dublin, OH",2-Mar-17,,"To:   Whom It May Concern

From: John Warner 
Topic: Mortgage Processing with JP Morgan Chase (Big Bank) vs. a Reputable Mortgage Bank 

My wife, Kathy and I, decided to buy a condo in Redington Shores, Florida since one of our daughters lives in St. Petersburg and we have no reason to stay in Dublin, Ohio in the winter.  I was going to pay cash for the condo, as we have for our other 2 homes, but the Real Estate company that I invest in reminded me that they pay 10% and I could get the loan for about 4%.

Without thinking, I went to JP Morgan Chase where I bank and have a preferred ""Private Banking"" relationship.  What I discovered during the process should NOT be repeated by anyone.  These points, as I found out, apply to most or all multidiscipline large banks.

Major Points of the Process Included:

* An inordinate number of arcane rules in addition to stifling interpretation of regulatory rules such as Dodd-Frank, etc.
* As an example, I receive about $800K a year from my investments.  I don't usually pay taxes unless they sell and I end up with capital gains taxes.  Even my real estate holdings have sold at about 2X and cover my capital gains with gains in cash and equity to re-invest.  Chase said ""we don't recognize revenue unless you pay taxes on it"".  All of my income was non-taxable but shows up on my K-1's as capital distributions.  As a result, with a multiple of 8 digits in net worth and 800+ credit rating, they decided that they could only lend me 65% of the purchase price.
* In addition, I set up an LLC and had that wholly owned by a revocable living trust to keep anonymity over the purchase.
*  Because this is not their main business, I ended up dealing with 9 groups at Chase including 2 attorneys, the mortgage banker, 4 levels of underwriting and approval, the actual system processing group (for whom I had to help fix a bug in their system) and yet another level of QA in the process.  This resulted in:
o 9 delays in the closing date
o Extremely displeased sellers who threatened to back out and go with another offer
o Additional personal expense and frustration with process
o A .05% interest rate increase associated with the delays and market rates
o Groups who asked for the same information, did not communicate with each other, had different assumptions, and, in short were purely dysfunctional in this process
o At one point I said ""This process was more painful that my father's funeral"" and I meant it.
What I would suggest to any one in need of a mortgage loan, is working with a highly reputable, single discipline Mortgage Bank, period.  Their only business is the origination and funding of mortgages and their reputation and future is completely based on the client's satisfaction, BBB rating, reviews, etc.

Let's Look at Guaranteed Rate  https://www.guaranteedrate.com.  As pointed out below they are a top 10 lender nationwide with an A+ Better Business Bureau review and a 95+% Customer Satisfaction Rating. These numbers are incredible for a mortgage banker.  If you look at the reviews, this is their total business and their process is streamlined, easy and professional.  
I chose them for this comparison because of their rating and Wikipedia.org's glowing review:
Awards and accolades[edit]
* Guaranteed Rate recognized as one of the most successful private companies in the U.S. for a fifth consecutive year by Inc. Magazine
* Guaranteed Rate named a top private U.S. job creator by Inc. Magazine
* Guaranteed Rate ranked as a top workplace by the Chicago Tribune in 2012, 2013, 2014 and 2015
* Guaranteed Rate was named the Lender of the Year by Chicago Agent Magazine
* Founder and CEO, Victor Ciardelli, III was named an Ernst & Young Entrepreneur of the Year Award winner in 2012
* Better Business Bureau A+ Rating
* Guaranteed Rate wins Moxie Award For Best Corporate Digital Innovation 2013 for Guaranteed Rate's Online Mortgage App






 

Furthermore, if you look at Today's rates, Guaranteed Rate can meet or beat JP Morgan's rates and do it in 1/3 the time and with an infinitely simpler and easier process.



If you want more proof, talk to any Realtor.  I have since talked to a few and they all tell me the same thing.   


Sincerely,
 
John T. Warner"
Guaranteed Rate,https://www.yelp.com/biz/guaranteed-rate-clearwater?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,Guaranteed Rate,"2451 McMullen Booth Rd Ste 245 Clearwater, FL 33759",,,,,
Teresa Tagaras,https://www.yelp.com/biz/teresa-tagaras-palm-harbor-2?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,Teresa Tagaras,,,,,,
Cornerstone Mortgage of Florida,https://www.yelp.com/biz/cornerstone-mortgage-of-florida-new-port-richey?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,Cornerstone Mortgage of Florida,"5713 Main St New Port Richey, FL 34652",,,,,
Flagship Bank,https://www.yelp.com/biz/flagship-bank-largo?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,Flagship Bank,"3320 E Bay Dr Largo, FL 33771",,,,,
East Lake Insurance & Taxes,https://www.yelp.com/biz/east-lake-insurance-and-taxes-tarpon-springs-2?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,East Lake Insurance & Taxes,"3033 Ridgeline Blvd Ste B3 Tarpon Springs, FL 34688",Baskal K.,"Tarpon Springs, FL",24-Oct-17,5,"Knowledgeable, pleasant and helpful staff. They are quick to respond to questions whether by phone or email. Utilize their services for auto, home, and life insurance."
East Lake Insurance & Taxes,https://www.yelp.com/biz/east-lake-insurance-and-taxes-tarpon-springs-2?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,East Lake Insurance & Taxes,"3033 Ridgeline Blvd Ste B3 Tarpon Springs, FL 34688",,,,5,
Movement Mortgage,https://www.yelp.com/biz/movement-mortgage-spring-hill?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,Movement Mortgage,"4320 Lake In The Woods Dr Unit 2 Spring Hill, FL 34607",,,,,
Salute Home Lending,https://www.yelp.com/biz/salute-home-lending-new-port-richey-2?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,Salute Home Lending,"11600 Lake Blvd New Port Richey, FL 34655",,,,,
Affordable Home Funding,https://www.yelp.com/biz/affordable-home-funding-new-port-richey?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,Affordable Home Funding,"5623 US Highway 19 New Port Richey, FL 34652",,,,,
Edge Home Finance,https://www.yelp.com/biz/edge-home-finance-tampa-bay?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,Edge Home Finance,"Tampa Bay, FL 33767",,,,,
Smart Mortgage Centers,https://www.yelp.com/biz/smart-mortgage-centers-tarpon-springs?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,Smart Mortgage Centers,"38852 US Hwy 19 Tarpon Springs, FL 34689",,,,,
Merchant One Financial,https://www.yelp.com/biz/merchant-one-financial-largo?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,Merchant One Financial,"12800 Indian Rocks Rd 5c Largo, FL 33774",Nicholas S.,"Wilmington, NC",21-Apr-18,,Top notch service from Nathan all the way from comparing initial options to closing. He was able to find me a great rate on a VA refinance that saved me a ton of money. Highly recommend for anyone looking for a good Mortgage.
Merchant One Financial,https://www.yelp.com/biz/merchant-one-financial-largo?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,Merchant One Financial,"12800 Indian Rocks Rd 5c Largo, FL 33774",,,,,
Issa Velez - C2 Financial Corporation,https://www.yelp.com/biz/issa-velez-c2-financial-corporation-port-richey-2?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,Issa Velez - C2 Financial Corporation,"6710 Embassy Blvd Ste 202 Port Richey, FL 34668",Isamar R.,"Greenacres, FL",8-Oct-18,,I was really impressed for what she did for me because I was a first time buyer and I'm so young. She cares about her clients and looks for the best options for what the client is looking for. I had a great time and I will always recommend her to people. She was the best.
Issa Velez - C2 Financial Corporation,https://www.yelp.com/biz/issa-velez-c2-financial-corporation-port-richey-2?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,Issa Velez - C2 Financial Corporation,"6710 Embassy Blvd Ste 202 Port Richey, FL 34668",,,,,
Niche Broker,https://www.yelp.com/biz/niche-broker-new-port-richey?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,Niche Broker,"6306 Pennsylvania Ave New Port Richey, FL 34653",,,,,
Heckman Mortgage,https://www.yelp.com/biz/heckman-mortgage-saint-petersburg?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,Heckman Mortgage,"111 2nd Ave NE Ste 908 Saint Petersburg, FL 33701",,,,,
Floridacentral Credit Union,https://www.yelp.com/biz/floridacentral-credit-union-seminole-2?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,Floridacentral Credit Union,"8202 113th St Seminole, FL 33772",Demetrius D.,"Saint Petersburg, FL",5-Jun-23,5,"My experience at Florida Central Credit Union on 4th Avenue North in Saint Petersburg was challenging, but the branch manager Sarah Fairchild and the teller Travis made my experience a joyful one. They were patient with me and helped me organize my finances so that my checking and savings accounts were in order. They both deserve recognition and deserve accommodation for their excellent customer service."
Floridacentral Credit Union,https://www.yelp.com/biz/floridacentral-credit-union-seminole-2?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,Floridacentral Credit Union,"8202 113th St Seminole, FL 33772",Tamirah L.,"Largo, FL",30-Jun-22,5,"Good Evening!

I just want to start that this is my second loan with this bank and have had the pleasure of working with Laurie both times. She has the BEST customer service. She explains things so well and makes the process painless. She gets everything done quickly and efficiently without feeling rushed. I work 9-5 and am not able to go into the office so we emailed and spoke over the phone for the whole process. She is dedicated to giving the best customer service as well as making you feel that choosing Florida Central is a great choice. I am 21 and still trying to understand the ins and outs of loans and warranties and all of that. (My dad friend explaining but it made me even more confused) when Laurie explained how the process works I felt confident in my choice of choosing Florida Central, yet again for my loan. Laurie works with your schedule and has a great response time! If you want quality service and actually understand what is going on when it comes to your loan, definitely chose the Seminole Branch Florida Central Credit Union and ask for Laurie! You will feel safe and secure with this decision, I promise!!

Tamirah:)"
Floridacentral Credit Union,https://www.yelp.com/biz/floridacentral-credit-union-seminole-2?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,Floridacentral Credit Union,"8202 113th St Seminole, FL 33772",Ron L.,"Seminole, FL",5-Aug-22,5,"Laurie was a great help to me on my journey to help me buy my new car!  She helped me through every step of the way, even with all the hiccups I had in the process of going back and forth to the dealership.  She was always available with a quick response, and I am definitely grateful for all of her help!  10/10 would definitely go w/ her and this branch again!"
Floridacentral Credit Union,https://www.yelp.com/biz/floridacentral-credit-union-seminole-2?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,Floridacentral Credit Union,"8202 113th St Seminole, FL 33772",,,,5,
BayFirst,https://www.yelp.com/biz/bayfirst-seminole?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,BayFirst,"9190 Seminole Blvd Seminole, FL 33772",Susan C.,"Seminole, FL",27-Aug-24,3.6,"Great customer service alway friendly and helpful whenever I have questions!
Highly recommend BayFirst"
BayFirst,https://www.yelp.com/biz/bayfirst-seminole?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,BayFirst,"9190 Seminole Blvd Seminole, FL 33772",Jason J.,"Overland Park, KS",17-Sep-21,3.6,Great services!! Casey and Ivy and Dynah Jerry and Donna are great!!!  Helpful with questions and new account promos. Thabks
BayFirst,https://www.yelp.com/biz/bayfirst-seminole?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,BayFirst,"9190 Seminole Blvd Seminole, FL 33772",Christian J.,"Seminole, FL",29-Jan-21,3.6,The people running the bank are very friendly. Just reviewing their treatment of customers.
BayFirst,https://www.yelp.com/biz/bayfirst-seminole?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,BayFirst,"9190 Seminole Blvd Seminole, FL 33772",Theresa S.,"Tampa, FL",11-May-20,3.6,"I cannot express my gratitude enough to you and your bank for assisting us in obtaining the PPE loan.  I know if it way not for you, our small company would have never received the funding.  You responded within minutes and sometimes seconds to my emails, phone calls and even called me directly if I didn't respond to your emails or a phone call.  This is so rare these days and your service was outstanding.

I am transferring our business accounts to you.  I'm tired of NO service at the big banks.  

Again, thank you, thank you, thank you to you and your team!  YOU ROCK!"
BayFirst,https://www.yelp.com/biz/bayfirst-seminole?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,BayFirst,"9190 Seminole Blvd Seminole, FL 33772",Joseph C.,"New Springville, Staten Island, NY",12-Oct-18,3.6,Dealing with this bank has been the worst experience of my life.  No one knows what they are doing.  They don't call or email when they say they will.  They barely look at your file once a week.  They never answer there phones so communication is almost impossible so things that can be straightened out in a phone call take 3 weeks.  Nothing is handled in a reasonable amount of time.  They cancelled my loan the Friday before my closing on Monday.  These people do not care about you at all.  They work on their time and their time only.
BayFirst,https://www.yelp.com/biz/bayfirst-seminole?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,BayFirst,"9190 Seminole Blvd Seminole, FL 33772",Alissa C.,"Largo, FL",27-Dec-18,3.6,"Fix the ATM. Never works. NEVER!!! (Bank on Seminole Blvd, Largo) I can't make cash deposits or withdraws EVER!!!! On Christmas day money was stolen out of my account. Went in to get a replacement card since my other one had to be canceled due to the theft. The machine that makes the cards.... not working. Can't get a replacement. Started a dispute over the money stolen from my account. No reassurance that I'll get the money back. No, I'm sorry this happened to you we will do our best to get it back. Nothing. Called this morning and they don't know anything. Have to wait for a call back from the person who is supposed to know something. Like I was supposed to get a call yesterday. No call. I'm even on vacation this week. And I can't get access to my own account. Switching back to Suntrust. At least there they know things."
BayFirst,https://www.yelp.com/biz/bayfirst-seminole?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,BayFirst,"9190 Seminole Blvd Seminole, FL 33772",Jerry H.,"St Petersburg, FL",12-Feb-18,3.6,"After going to two different Chase branches, only to be informed that there would be long waits due to understaffing, we picked First Home Bank as an alternative.  I am so glad that we did!  First Home Bank is a community bank with 3 1/2 branches and an emphasis on old school, customer-friendly service.  Our CSR, Janine, was a delight to work with and she took care of us in a very efficient manner.  I think we've found a banking home."
BayFirst,https://www.yelp.com/biz/bayfirst-seminole?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,BayFirst,"9190 Seminole Blvd Seminole, FL 33772",Penny P.,"Grants Pass, OR",3-Apr-18,3.6,"First Home Bank Home loans called us about a new home loan we were looking into. I told Mike the agent that the price was $865,000 and he said he could get us a loan with 5% down. So we started the process. He said we had a pre-approval. Got him all of the paperwork he needed. Then he says that we need a 10% down. Because of our income to debt. Our current home which we own is on the market for $989,000 we have a good income and only have one charge card. So we say ok on the 10% down. Then he sends us a appraisal bill. Which we paid. In the mean time time is running out on the escrow of the house. Now we get a call saying they really need 20% down. Why make us pay for an appraisal when they didn't even have the approval of the loan. We canceled the purchase because of their lack of business sense. I would never recommend anyone getting a loan with the,"
BayFirst,https://www.yelp.com/biz/bayfirst-seminole?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,BayFirst,"9190 Seminole Blvd Seminole, FL 33772",Kurt H.,"Gainesville, FL",25-Jan-16,3.6,Always enjoy working with Dave Newton & Jeffrey Tanner.
BayFirst,https://www.yelp.com/biz/bayfirst-seminole?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,BayFirst,"9190 Seminole Blvd Seminole, FL 33772",,,,3.6,
VanDyk Mortgage,https://www.yelp.com/biz/vandyk-mortgage-clearwater?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,VanDyk Mortgage,"13577 Feather Sound Dr Fl 6 Clearwater, FL 33762",Caity C.,"Palm Harbor, FL",22-Jul-21,,"This is now our third time working with Diana Harvey of VanDyk Mortgage and she is always so very helpful. She explains everything in a way we can understand it, keeps us very up to date as we move through the process and truly seems to be guiding us and giving us her best advice to help us along the way. She and everyone else we've communicated with such as Kelly Scanlon have all been a pleasure to work with from start to finish, I let all my friends and family know they are simply the best and I've heard some horror stories from others so I am glad we found a group we can really rely on. We truly felt Diana tried to do everything she could to give us the best possible outcome and we can't thank her enough for that. I would highly recommend her and her associates to anyone who is looking to get or refinance their mortgage."
VanDyk Mortgage,https://www.yelp.com/biz/vandyk-mortgage-clearwater?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,VanDyk Mortgage,"13577 Feather Sound Dr Fl 6 Clearwater, FL 33762",Lynn N.,"Seminole, FL",3-Aug-20,,"If I could I would give this mortgage company a negative star, Justin Kelly is condescending and arrogant not helpful in anyway. I do not recommend this company to anyone unless to want to be treated like scum"
VanDyk Mortgage,https://www.yelp.com/biz/vandyk-mortgage-clearwater?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,VanDyk Mortgage,"13577 Feather Sound Dr Fl 6 Clearwater, FL 33762",,,,,
Matthew Asta - Guaranteed Rate,https://www.yelp.com/biz/matthew-asta-guaranteed-rate-tampa?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,Matthew Asta - Guaranteed Rate,"11020 Longboat Key Ln Ste 206 Tampa, FL 33626",,,,,
America’s Mortgage Link,https://www.yelp.com/biz/americas-mortgage-link-s-pasadena?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,America's Mortgage Link,"1135 Pasadena Ave S Ste 232 S Pasadena, FL 33707",Kira S.,"Spring Hill, FL",14-Aug-13,,"We found Diana & Dan at America's Mortgage Link through our realtor, Jose, from New Home Programs.   From the moment we started working with them the process became so much easier and less stressful than I imagined it would be.  They were thorough and quick with their responses.  They stayed on top of our lender to make sure closing was quick.  We did have a few hang ups, but not because of anything on their end (it was on the lender's end) and Diana and Dan made sure not to let the underwriter shelf our file.  It was obvious they worked hard for us and even though I'm sure they had many other clients to help, we felt like they were very attentive to us.  We never felt like ""just another client"" which was important.   The process was much easier and quicker than we ever expected and I am so glad our realtor decided to work with them.  Thank you Diana and Dan!  We are so happy to have our new home!! :)"
America’s Mortgage Link,https://www.yelp.com/biz/americas-mortgage-link-s-pasadena?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,America's Mortgage Link,"1135 Pasadena Ave S Ste 232 S Pasadena, FL 33707",,,,,
McCaughan Home Lending,https://www.yelp.com/biz/mccaughan-home-lending-clearwater?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,McCaughan Home Lending,"221 N Belcher Rd Clearwater, FL 33765",Gina J.,"Clearwater, FL",11-Apr-19,5,"Bill Baralt was our loan originator and I could not recommend anyone more highly! He was EXTREMELY knowledgeable and always responded quickly to every question we had! We ran into several snags along the way with pest inspections and appraisals but Bill was on top of everything to make sure our loan went through. We had a VA loan too, and Bill was very knowledgeable in everything we would need so things would go off without a hitch! He even came to the final closing to make sure he was there to finish the deal. We couldn't be happier in our new home and we are so thankful for all Bill did to help us get here!"
McCaughan Home Lending,https://www.yelp.com/biz/mccaughan-home-lending-clearwater?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,McCaughan Home Lending,"221 N Belcher Rd Clearwater, FL 33765",,,,5,
Island Mortgage,https://www.yelp.com/biz/island-mortgage-seminole?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,Island Mortgage,"13100 Park Blvd N Seminole, FL 33776",Cassandra T.,"Washington, DC",9-Mar-20,5,"I worked with Anatasia Soffos at Island Mortgage and had a wonderful experience.  She is very professional and provides superb customer service.  Anatasia was always available for my questions, promptly responded and met every deadline.  She made my mortgage experience less painful."
Island Mortgage,https://www.yelp.com/biz/island-mortgage-seminole?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,Island Mortgage,"13100 Park Blvd N Seminole, FL 33776",,,,5,
Oj Mortgage,https://www.yelp.com/biz/oj-mortgage-tarpon-springs?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,Oj Mortgage,"917 E Klosterman Rd Tarpon Springs, FL 34689",Michelle M.,"Saint Petersburg, FL",11-Sep-18,,"I have used OJ Mortgage twice now and recommended them to a friend who also had a good experience with them.  We met Diane Schillace at a home show.  We had tried to refinance our Palm Harbor home through Suntrust and it was a horrible experience.  Diane felt confident she could help us.  Piece of cake.  So when it was time to sell our home and buy a condo, we went straight to Diane.  OJ Mortgage really supports her - when she went on vacation, her manager stepped in and kept the process going.  And I cannot say enough about Dee Norris, her loan processor.  Dee is like a bull dog - just pushing through until every detail is taken care of.  Only ding I would give them is they need to set up a way to securely send documents.  I got around it by putting them on my OneDrive and sharing that folder with just them."
Oj Mortgage,https://www.yelp.com/biz/oj-mortgage-tarpon-springs?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,Oj Mortgage,"917 E Klosterman Rd Tarpon Springs, FL 34689",Susan L.,"Port Richey, FL",3-Jun-14,,Ken Schiff is awesome at his job! Great communication and goes above and beyond to help his clients!
Oj Mortgage,https://www.yelp.com/biz/oj-mortgage-tarpon-springs?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,Oj Mortgage,"917 E Klosterman Rd Tarpon Springs, FL 34689",,,,,
East Lake Lending,https://www.yelp.com/biz/east-lake-lending-palm-harbor-2?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,East Lake Lending,"3438 E Lake Rd Ste 13 Palm Harbor, FL 34685",Debra O.,"Palm Harbor, FL",8-Jun-18,5,Greg and his team at East Lake Title were amazing to work with on the sale of my property. Excellent communication and professionalism. I highly recommend Greg Fierce to help you get things done right! He has your back every step of the way and is a trusted source in my opinion.
East Lake Lending,https://www.yelp.com/biz/east-lake-lending-palm-harbor-2?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,East Lake Lending,"3438 E Lake Rd Ste 13 Palm Harbor, FL 34685",,,,5,
Tracie Mayo Mortgage Team - Savvy Mortgage Lending,https://www.yelp.com/biz/tracie-mayo-mortgage-team-savvy-mortgage-lending-st-petersburg-2?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,Tracie Mayo Mortgage Team - Savvy Mortgage Lending,"100 2nd Ave N Ste 220 St. Petersburg, FL 33701",Patti H.,"Bradenton, FL",19-Oct-20,,"Savvy Mortgage provides Excellent service - they are timely, dependable and really great to work with.  Super easy to talk to about any questions you have about the loan process.  Give them a call today!"
Tracie Mayo Mortgage Team - Savvy Mortgage Lending,https://www.yelp.com/biz/tracie-mayo-mortgage-team-savvy-mortgage-lending-st-petersburg-2?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,Tracie Mayo Mortgage Team - Savvy Mortgage Lending,"100 2nd Ave N Ste 220 St. Petersburg, FL 33701",Paula P.,"Midtown West, Manhattan, NY",23-May-18,,"I enjoy working with Tracie. She clearly loves what she does, is very responsive, and ensures you understand all the details, considerations and options available so you can make a good decision. I highly recommend Tracie Mayo and the Mayo Mortgage Group."
Tracie Mayo Mortgage Team - Savvy Mortgage Lending,https://www.yelp.com/biz/tracie-mayo-mortgage-team-savvy-mortgage-lending-st-petersburg-2?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,Tracie Mayo Mortgage Team - Savvy Mortgage Lending,"100 2nd Ave N Ste 220 St. Petersburg, FL 33701",,,,,
Magic Mortgage USA,https://www.yelp.com/biz/magic-mortgage-usa-largo?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,Magic Mortgage USA,"2401 West Bay Dr Ste 128 Largo, FL 33770",Dan J.,"Largo, FL",19-Aug-20,5,"Terry Montcalm and Magic Mortgage was awesome! Painless, fast, efficient! He over delivered! I highly recommend him!!"
Magic Mortgage USA,https://www.yelp.com/biz/magic-mortgage-usa-largo?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,Magic Mortgage USA,"2401 West Bay Dr Ste 128 Largo, FL 33770",,,,5,
Sunshine State Home Loans,https://www.yelp.com/biz/sunshine-state-home-loans-new-port-richey?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,Sunshine State Home Loans,"5006 Trouble Creek Rd Ste 223 New Port Richey, FL 34652",,,,,
Gateway Capital Mortgage,https://www.yelp.com/biz/gateway-capital-mortgage-st-petersburg?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,Gateway Capital Mortgage,"11 Beach Dr SE St. Petersburg, FL 33701",Ana G.,"Hollywood, FL",5-Apr-18,5,"I had the pleasure of working with Jill Statz and Mark Halim.  These trusted professionals treated me with the outmost respect from the first moment I applied.  I was not a favorable candidate to embark on homeownership--or so I thought.  Jill and Mark diligently worked with me throughout the process.  I needed to meet my goals as far as mortgage and financing based on my budget.  They ran with it and had me approved without losing sight of my goals and never compromising my position.  We encountered a few obstacles, specifically condo associations.  Jill and Mark never made me feel that they were spending too much time on my case--though I know they did.  They treated me as if I was their most important client.  I am now a homeowner thanks to their great efforts.  Kudos to Gateway Capital Mortgage for hiring such amazing people.  I highly recommend Jill Statz and Mark Halim on your journey.  You want trusted and knowledgeable professionals like them to guide you through this process.  They are the only ones I will ever consult for future purchases or loans.
Thank you!!!!!
Ana M. Gonzalez
Hollywood, Florida"
Gateway Capital Mortgage,https://www.yelp.com/biz/gateway-capital-mortgage-st-petersburg?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,Gateway Capital Mortgage,"11 Beach Dr SE St. Petersburg, FL 33701",,,,5,
Waterstone Mortgage,https://www.yelp.com/biz/waterstone-mortgage-staint-petersburg?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,Waterstone Mortgage,"6798 Crosswinds Drive North B102 Staint Petersburg, FL 33710",Michele H.,"St. Petersburg, FL",25-Jul-18,,If you are looking for a mortgage contact Mary McBride at Waterstone.  The staff is very professional and highly knowledgeable.  The entire team will help you throughout the process.  You always know what is happening every step of the way.  I highly recommend this company.
Waterstone Mortgage,https://www.yelp.com/biz/waterstone-mortgage-staint-petersburg?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,Waterstone Mortgage,"6798 Crosswinds Drive North B102 Staint Petersburg, FL 33710",Anne B.,"Saint Petersburg, FL",19-Jul-19,,"I was interested in finding out more about the first time homebuyer program, and I found Mary McBride's name in a google search. I called. She took the lead and set me up with a realtor, Steve Scherpf, who was familiar with the process, and away we went. A month and a half later, I closed on my home! Mary and her team made things very easy for me. They took care of everything! I highly recommend working with Mary Catherine McBride!"
Waterstone Mortgage,https://www.yelp.com/biz/waterstone-mortgage-staint-petersburg?osq=Mortgage+Brokers&override_cta=Request+pricing+%26+availability,Waterstone Mortgage,"6798 Crosswinds Drive North B102 Staint Petersburg, FL 33710",,,,,
